UNIQUE_SCHOOL_ID,NCES_School_ID,School_Name,Logic_Class,School_Classification,Sum_total_pop,Avg_median_income,StdDev_median_income,City,County_Name,District_ID,School_ID,District_name,Grade_Range,Locale_Type,Locale_Code,NCES_District_ID,SCHID,X,Y,Zip,Avg_Education_LTHS,Avg_Education_CompHS_OrHigher,Avg_Education_SomeCollege_OrHigher,Avg_Education_Bach_OrHigher,Avg_Education_Masters_OrHigher,Avg_Education_Professional_OrHigher,Avg_Education_Doctorate_OrHigher,Avg_CompInternet_NoComputer,Avg_CompInternet_CompButNoInternet,Avg_CompInternet_CompWithSomeInternet,Weighed_Median_Income,Disparity_White,Disparity_Black,Disparity_Hispanic,Disparity_Asian,URG,Total_Student_Count,Teacher_Number,Teacher_Ratio__Based_on_CS_Teacher,SCH_FTETEACH_TOT,SCH_FTETEACH_CERT,SCH_FTETEACH_NOTCERT,SCH_FTECOUNSELORS,SCH_FTESECURITY_LEO,SCH_FTESECURITY_GUA,SCH_FTESERVICES_NUR,SCH_FTESERVICES_PSY,SCH_FTESERVICES_SOC,COMBOKEY,SCH_DISCWODIS_REF_AS_M,SCH_DISCWODIS_REF_AS_F,SCH_DISCWODIS_REF_BL_M,SCH_DISCWODIS_REF_BL_F,SCH_DISCWODIS_REF_WH_M,SCH_DISCWODIS_REF_WH_F,SCH_DISCWODIS_REF_HI_M,SCH_DISCWODIS_REF_HI_F,SCH_DISCWODIS_ARR_AS_M,SCH_DISCWODIS_ARR_AS_F,SCH_DISCWODIS_ARR_BL_M,SCH_DISCWODIS_ARR_BL_F,SCH_DISCWODIS_ARR_WH_M,SCH_DISCWODIS_ARR_WH_F,SCH_DISCWODIS_ARR_HI_M,SCH_DISCWODIS_ARR_HI_F,SCH_ENR_LEP_M,SCH_ENR_LEP_F,SCH_DISCWODIS_ISS_HI_M,SCH_DISCWODIS_ISS_HI_F,SCH_DISCWODIS_ISS_AS_M,SCH_DISCWODIS_ISS_AS_F,SCH_DISCWODIS_ISS_BL_M,SCH_DISCWODIS_ISS_BL_F,SCH_DISCWODIS_ISS_WH_M,SCH_DISCWODIS_ISS_WH_F,SCH_MATHCLASSES_ADVM,SCH_MATHCERT_ADVM,SCH_MATHENR_ADVM_HI_M,SCH_MATHENR_ADVM_HI_F,SCH_MATHENR_ADVM_AS_M,SCH_MATHENR_ADVM_AS_F,SCH_MATHENR_ADVM_BL_M,SCH_MATHENR_ADVM_BL_F,SCH_MATHENR_ADVM_WH_M,SCH_MATHENR_ADVM_WH_F,TOT_MATHENR_ADVM_M,TOT_MATHENR_ADVM_F,SCH_MATHENR_ADVM_LEP_M,SCH_MATHENR_ADVM_LEP_F,SCH_APENR_IND,SCH_APCOURSES,SCH_APSEL,SCH_APENR_HI_M,SCH_APENR_HI_F,SCH_APENR_AS_M,SCH_APENR_AS_F,SCH_APENR_BL_M,SCH_APENR_BL_F,SCH_APENR_WH_M,SCH_APENR_WH_F,TOT_APENR_M,TOT_APENR_F,SCH_APENR_LEP_M,SCH_APENR_LEP_F,SCH_APCOMPENR_BL_M,SCH_APCOMPENR_BL_F,SCH_APCOMPENR_AS_M,SCH_APCOMPENR_AS_F,SCH_APCOMPENR_WH_M,SCH_APCOMPENR_WH_F,SCH_APCOMPENR_HI_M,SCH_APCOMPENR_HI_F,TOT_APCOMPENR_M,TOT_APCOMPENR_F,SCH_COMPCLASSES_CSCI,SCH_COMPCCERT_CSCI,SCH_COMPENR_CSCI_HI_M,SCH_COMPENR_CSCI_HI_F,SCH_COMPENR_CSCI_WH_M,SCH_COMPENR_CSCI_WH_F,SCH_COMPENR_CSCI_BL_M,SCH_COMPENR_CSCI_BL_F,SCH_COMPENR_CSCI_AS_M,SCH_COMPENR_CSCI_AS_F,SCH_INTERNET_FIBER,SCH_INTERNET_WIFI,SCH_INTERNET_SCHDEV,SCH_INTERNET_STUDDEV,SCH_INTERNET_WIFIENDEV,Free_Lunch,Reduced_Lunch,demand_Black,demand_White,demand_Asian,demand_Hispanic
7010282,130369001912,Mitchell County High School,"0,0,0",No without extra teachers,13683,67797.77778,32255.97702,Camilla,Mitchell County,701,282,Mitchell County,09-12,Rural,41,1303690,2220-3832,-84.23641968,31.24346733,31730,15.43290667,84.56709417,48.32985751,14.26881263,7.774927348,5.014794643,2.751027783,6.875691503,10.30662524,82.81768417,46380.42188,,,,,89.23000336,390,0,0.0,43.92,31.57,12.35,1.0,0.0,0.0,1.0,0.0,0.0,130369001912.0,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,18.0,14.0,0.0,2.0,18.0,18.0,0.0,1.0,No,-9.0,-9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,Yes,Yes,Yes,No,8.0,,,,,,
7763050,130231001048,Gainesville High School,"1,0,0",In person without extra teachers,40775,57404.25,23283.90458,Gainesville,Hall County,776,3050,Gainesville City,09-12,City,13,1302310,1048,-83.84436798,34.29854965,30501,30.29662216,69.70337845,39.7392979,15.95854491,6.443304987,3.449257054,1.285510345,3.720914634,5.765118785,90.51396652,57130.55469,0.318102568,-0.116707616,-0.249643341,0.029820876,79.81999969,2294,2,0.0009,123.1,123.1,0.0,5.5,0.0,0.0,2.0,2.0,1.0,130231001048.0,,,,,,,,,,,,,,,,,193.0,136.0,95.0,58.0,1.0,1.0,44.0,29.0,9.0,1.0,12.0,9.0,38.0,35.0,2.0,1.0,23.0,13.0,12.0,9.0,77.0,61.0,0.0,1.0,Yes,15.0,Yes,13.0,20.0,11.0,6.0,5.0,7.0,33.0,43.0,65.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,2.0,2.0,0.0,10.0,3.0,6.0,5.0,2.0,2.0,10.0,2.0,0.0,1.0,4.0,2.0,Yes,Yes,Yes,Yes,2162.0,402.0,0.0,-1.33,1.19,0.97,-1.21
6640286,130243001959,Gordon Central High School,"1,0,0",In person without extra teachers,19746,66316.16667,22354.16495,Calhoun,Gordon County,664,286,Gordon County,09-12,Rural,41,1302430,1959,-84.92325592,34.51600647,30701,21.98403564,78.01596392,46.80030104,19.0074691,10.21403753,3.063338115,0.950702997,4.88926612,18.5164448,76.59428846,63035.99609,0.039373089,0.139143735,-0.137232423,-0.010321101,33.13999939,872,1,0.0011,57.69,49.73,7.96,2.0,1.0,0.0,1.0,0.0,0.0,130243001959.0,,,,,,,,,,,,,,,,,30.0,10.0,1.0,5.0,0.0,0.0,0.0,0.0,31.0,12.0,12.0,5.0,8.0,14.0,0.0,0.0,1.0,1.0,39.0,24.0,51.0,40.0,2.0,1.0,Yes,5.0,Yes,15.0,19.0,0.0,3.0,1.0,0.0,35.0,44.0,53.0,70.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,3.0,3.0,3.0,0.0,9.0,3.0,0.0,0.0,0.0,1.0,Yes,Yes,Yes,Yes,833.0,194.0,79.0,5.06,1.43,-0.38,-4.99
6750315,130282004172,Hampton High School,"1,1,0",Both without extra teachers,18906,67603.7,23450.96122,McDonough,Henry County,675,315,Henry County,09-12,Suburb,21,1302820,4172,-84.25061035,33.37725067,30253,11.50535643,88.4946434,45.39156303,15.97109451,5.943446621,1.843936148,0.748378029,3.030533236,5.750198847,91.2192688,73577.60938,0.04604743,-0.000790514,-0.082015812,0.088932805,73.27999878,1265,5,0.004,66.0,56.0,10.0,4.0,1.0,0.0,1.0,1.0,1.0,130282004172.0,,,,,,,,,,,,,,,,,8.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,17.0,15.0,15.0,10.0,2.0,2.0,48.0,57.0,14.0,19.0,81.0,95.0,0.0,4.0,Yes,14.0,Yes,6.0,13.0,1.0,2.0,23.0,54.0,13.0,27.0,45.0,101.0,0.0,1.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,8.0,0.0,2.0,0.0,3.0,0.0,6.0,5.0,1.0,1.0,Yes,Yes,Yes,Yes,1191.0,357.0,84.0,0.44,1.38,0.85,-1.26
7360115,130489004152,The Renaissance Center for Academic and Career Development,"0,1,0",Virtual without extra teachers,9788,66792.71429,20965.21722,Thomasville,Thomas County,736,115,Thomas County,09-12,Town,32,1304890,4152,-83.95322418,30.85891342,31792,11.50315487,88.4968447,55.20477131,29.80805901,10.86854812,2.520065354,1.173168583,3.987913038,8.848877796,87.1632091,71949.67969,-0.239999995,0.239999995,0.0,0.0,76.0,50,0,0.0,5.49,5.49,0.0,0.0,0.5,0.0,0.33,0.05,0.0,130489004152.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,Yes,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,1.0,1.0,0.0,0.0,6.0,-11.0,-11.0,1.0,1.0,0.0,Yes,Yes,No,Yes,146.0,391.0,0.0,12.0,-12.0,0.0,0.0
6351554,130138000591,Colquitt County High School,"1,0,0",In person without extra teachers,44621,56713.425,30336.08816,Moultrie,Colquitt County,635,1554,Colquitt County,10-12,Rural,41,1301380,591,-83.75254822,31.2037468,31768,21.54889592,78.45110364,40.56315474,14.00781965,7.004003652,1.853858137,0.637470221,7.318012109,11.42457683,81.25741118,55559.42578,-0.152503535,0.046513177,0.053994458,0.023962747,57.81000137,1787,2,0.0011,126.85,105.81,21.04,4.0,0.0,0.0,1.0,0.0,1.0,130138000591.0,0.0,0.0,3.0,2.0,3.0,2.0,3.0,1.0,0.0,0.0,3.0,1.0,3.0,2.0,3.0,1.0,110.0,55.0,41.0,18.0,0.0,0.0,36.0,18.0,36.0,13.0,57.0,35.0,65.0,57.0,3.0,1.0,54.0,72.0,110.0,88.0,236.0,223.0,22.0,12.0,Yes,14.0,Yes,11.0,14.0,4.0,7.0,4.0,15.0,43.0,37.0,64.0,74.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,15.0,2.0,45.0,7.0,40.0,8.0,30.0,6.0,4.0,0.0,Yes,Yes,Yes,Yes,301.0,707.0,66.0,0.47,-1.06,0.13,0.36
7614560,130012000066,Midtown High School (Grady High School),"1,1,1",Both with extra teachers,81603,102400.2766,44883.64403,Atlanta,Fulton County,761,4560,Atlanta Public Schools,09-12,City,11,1300120,66,-84.3727951,33.78079224,30335,2.694016555,97.30598295,89.79690827,76.61742957,36.29774621,11.95466289,3.785716471,1.955960206,3.513307256,94.53073258,79141.125,0.203767568,-0.207203865,-0.026112162,0.033188712,43.13000107,1602,5,0.0031,91.74,84.84,6.9,4.0,1.15,0.0,1.0,0.25,1.0,130012000066.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,10.0,9.0,2.0,4.0,33.0,44.0,59.0,59.0,108.0,125.0,2.0,2.0,Yes,21.0,Yes,19.0,20.0,11.0,14.0,31.0,58.0,218.0,214.0,298.0,327.0,1.0,0.0,3.0,2.0,3.0,0.0,25.0,7.0,1.0,2.0,34.0,12.0,6.0,6.0,6.0,5.0,39.0,14.0,32.0,20.0,3.0,1.0,Yes,Yes,Yes,Yes,1511.0,200.0,78.0,-0.02,0.07,0.0,-0.08
6223050,130084000330,Bowdon High School,"1,0,0",In person without extra teachers,8907,55573.42857,16008.58549,Carrollton,Carroll County,622,3050,Carroll County,09-12,Rural,41,1300840,330,-85.26133728,33.53718185,30116,19.60309928,80.39690181,45.07901764,15.80502067,6.553389915,2.581580324,1.301065217,9.688911506,11.46339287,78.84769658,59041.75,-0.19925347,0.09349449,0.082207605,0.0,20.36000061,388,2,0.0052,25.59,23.33,2.26,1.0,0.8,0.0,0.33,0.1,0.17,130084000330.0,,,,,,,,,,,,,,,,,3.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,16.0,4.0,6.0,6.0,3.0,0.0,0.0,0.0,2.0,2.0,32.0,27.0,39.0,33.0,2.0,0.0,Yes,9.0,Yes,2.0,3.0,0.0,0.0,2.0,2.0,40.0,47.0,46.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,7.0,9.0,4.0,4.0,4.0,5.0,33.0,18.0,5.0,1.0,0.0,0.0,Yes,Yes,Yes,Yes,516.0,,,0.21,-0.59,0.0,0.39
7060203,130387002583,Northside High School,"1,1,0",Both without extra teachers,32824,91907.3125,24810.78033,Columbus,Muscogee County,706,203,Muscogee County,09-12,City,12,1303870,2583,-84.93349457,32.5698967,31906,4.379412457,95.62058735,73.33650637,44.35320616,20.69501829,6.587950945,2.830864027,2.335136991,4.240668356,93.42419481,94915.375,0.038554959,-0.017253345,-0.044453871,0.014111116,44.00999832,1402,1,0.0007,90.11,81.08,9.03,3.5,1.0,0.0,0.0,0.0,0.0,130387002583.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,10.0,0.0,4.0,9.0,0.0,1.0,10.0,11.0,13.0,10.0,16.0,10.0,13.0,12.0,7.0,9.0,12.0,29.0,66.0,77.0,108.0,137.0,2.0,0.0,Yes,19.0,No,26.0,35.0,13.0,14.0,27.0,45.0,93.0,144.0,169.0,261.0,4.0,0.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,13.0,13.0,14.0,4.0,59.0,13.0,21.0,10.0,7.0,1.0,Yes,Yes,Yes,No,1425.0,852.0,0.0,-0.04,0.0,-0.12,0.25
6220189,130084002097,Temple High School,"1,1,0",Both without extra teachers,21915,74544.45455,16430.81741,Carrollton,Carroll County,622,189,Carroll County,09-12,Rural,41,1300840,2097,-85.02521515,33.7330513,30116,16.07759007,83.92241001,46.62898064,17.52236581,5.065632286,2.532012028,0.495968779,4.444687183,5.271412631,90.28390058,71077.96094,0.035299376,-0.21045576,-0.080428958,0.322609484,29.09000015,746,2,0.0027,36.23,34.23,2.0,2.0,0.5,0.0,0.5,0.1,0.2,130084002097.0,,,,,,,,,,,,,,,,,2.0,2.0,1.0,5.0,0.0,0.0,18.0,5.0,28.0,36.0,3.0,3.0,1.0,3.0,0.0,0.0,1.0,1.0,26.0,24.0,30.0,29.0,0.0,0.0,Yes,12.0,Yes,1.0,7.0,2.0,2.0,7.0,12.0,69.0,90.0,87.0,116.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,3.0,3.0,2.0,0.0,23.0,8.0,9.0,3.0,1.0,0.0,Yes,Yes,Yes,Yes,1197.0,803.0,268.0,-1.36,-1.49,2.26,2.68
7223052,130441001583,Rockdale County High School,"1,1,1",Both with extra teachers,41087,62641.44444,22064.17952,Conyers,Rockdale County,722,3052,Rockdale County,09-12,Suburb,21,1304410,1583,-84.00869751,33.66731262,30012,15.66860798,84.33139143,54.02581402,22.70263324,7.563738786,2.942612329,1.855118844,5.74995831,11.74638215,82.50365922,60721.24609,0.012864002,0.025973987,-0.080020405,0.006808567,88.13999939,2369,6,0.0025,123.9,102.9,21.0,5.0,0.0,2.0,1.0,1.0,0.0,130441001583.0,,,,,,,,,,,,,,,,,23.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,14.0,15.0,24.0,7.0,2.0,105.0,111.0,16.0,15.0,145.0,158.0,0.0,0.0,Yes,38.0,Yes,29.0,39.0,12.0,14.0,182.0,237.0,37.0,49.0,267.0,355.0,0.0,1.0,10.0,10.0,0.0,0.0,2.0,1.0,1.0,0.0,13.0,12.0,16.0,0.0,15.0,8.0,19.0,12.0,114.0,70.0,7.0,4.0,Yes,Yes,Yes,No,1.0,908.0,0.0,0.4,-0.01,0.04,-0.5
7275050,130456001619,Stephens County High School,"1,1,0",Both without extra teachers,28516,51322.95652,17032.98157,Toccoa,Stephens County,727,5050,Stephens County,09-12,Rural,41,1304560,1619,-83.29141998,34.55446243,30577,16.00133387,83.99866608,43.42117302,16.83226101,7.089743881,2.903481216,1.426309133,6.790731837,10.11174395,83.09752396,47778.37891,0.261780113,-0.111692846,-0.063699827,-0.010471204,17.54000092,1146,1,0.0009,71.9,66.9,5.0,3.0,1.0,0.0,1.0,0.34,0.17,130456001619.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0,0.0,7.0,10.0,46.0,22.0,3.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,23.0,30.0,28.0,35.0,0.0,0.0,Yes,10.0,No,1.0,2.0,3.0,0.0,2.0,2.0,35.0,41.0,45.0,49.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,Yes,Yes,Yes,No,1462.0,551.0,0.0,-64.0,150.0,-6.0,-36.5
6340114,130135004131,Wiregrass Regional College and Career Academy,"0,1,0",Virtual without extra teachers,23415,50216.70588,20150.78325,Douglas,Coffee County,634,114,Coffee County,09-12,Rural,41,1301350,4131,-82.85839081,31.50095177,31533,25.62808527,74.37191511,41.36223407,13.23755047,4.817845388,1.372122269,0.702997634,7.826097068,11.61709474,80.55680807,48900.4375,0.471428573,-0.261904776,-0.176190481,0.0,43.81000137,210,0,0.0,13.49,13.49,0.0,1.0,1.0,0.0,0.0,0.0,0.0,130135004131.0,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0,Yes,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,4.0,4.0,1.0,6.0,5.0,6.0,0.0,7.0,0.0,0.0,Yes,Yes,Yes,Yes,283.0,191.0,54.0,-55.0,99.0,0.0,-37.0
6170288,130066001991,Burke County High School,"1,1,0",Both without extra teachers,16506,57439.0,24742.04026,Waynesboro,Burke County,617,288,Burke County,09-12,Town,32,1300660,1991,-81.99055481,33.08623886,30830,11.71658186,88.28341866,49.98312998,17.50035733,4.164414207,1.111449152,0.665186594,6.663468401,5.91894572,87.41758569,51005.99609,0.024786325,-0.052991454,-0.00940171,0.074358977,67.77999878,1170,2,0.0017,78.58,71.27,7.31,4.0,2.0,2.0,1.0,0.0,0.0,130066001991.0,,,,,,,,,,,,,,,,,3.0,1.0,3.0,2.0,0.0,0.0,33.0,25.0,17.0,11.0,0.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,Yes,5.0,Yes,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,12.0,7.0,14.0,20.0,1.0,0.0,No,Yes,Yes,No,1262.0,350.0,36.0,-0.89,0.44,0.36,-0.14
6231052,130093000350,Lakeview-Fort Oglethorpe High School,"1,1,0",Both without extra teachers,27888,56495.66667,13262.62432,Ringgold,Catoosa County,623,1052,Catoosa County,09-12,Suburb,21,1300930,350,-85.23498535,34.94815063,30736,13.20248773,86.79751235,50.42277769,18.43566238,5.900784227,2.142658809,0.349601608,6.556456942,7.30058637,86.14295695,47189.6875,-0.264418364,0.422776163,-0.084066473,-0.023460411,16.12999916,1023,2,0.002,69.45,63.45,6.0,4.0,1.0,0.0,1.0,0.25,0.2,130093000350.0,,,,,,,,,,,,,,,,,4.0,6.0,1.0,2.0,0.0,0.0,1.0,1.0,10.0,8.0,13.0,13.0,4.0,1.0,1.0,1.0,3.0,3.0,33.0,34.0,43.0,40.0,0.0,0.0,Yes,5.0,Yes,0.0,2.0,1.0,1.0,1.0,2.0,18.0,23.0,20.0,28.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,13.0,0.0,4.0,3.0,43.0,19.0,4.0,2.0,2.0,1.0,Yes,Yes,Yes,Yes,982.0,485.0,130.0,0.63,-1.27,0.98,-0.31
6110186,130042001942,Central High School,"1,1,0",Both without extra teachers,27946,31167.18182,15567.24902,Macon,Bibb County,611,186,Bibb County,09-12,City,12,1300420,1942,-83.65639496,32.83598328,31201,20.86732242,79.1326779,45.24162015,18.37930621,10.36867256,5.336825648,1.855463635,13.48152157,10.68518357,75.83329535,26546.94922,-0.050947867,-0.864928901,0.951421797,-0.005924171,91.34999847,844,2,0.0024,59.05,39.53,19.52,2.0,-11.0,-11.0,1.0,0.2,0.14,130042001942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,3.0,1.0,3.0,1.0,19.0,38.0,4.0,2.0,30.0,44.0,1.0,0.0,Yes,4.0,Yes,3.0,0.0,0.0,0.0,19.0,31.0,4.0,4.0,27.0,35.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,4.0,0.0,2.0,3.0,1.0,1.0,22.0,20.0,0.0,0.0,Yes,Yes,Yes,Yes,141.0,32.0,0.0,-74.78,-7.17,-0.83,86.94
6271050,130108000418,Chattooga High School,"1,0,0",In person without extra teachers,12067,44962.84615,14949.15527,Summerville,Chattooga County,627,1050,Chattooga County,09-12,Rural,41,1301080,418,-85.35865021,34.46667862,30747,23.56036472,76.43963652,38.43433057,11.69582266,3.969208314,1.231851429,0.318825914,7.769028865,12.37530107,79.85567005,45172.9375,-0.19715488,0.051693048,0.159553871,-0.002805049,16.96999931,713,1,0.0014,51.5,50.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,130108000418.0,,,,,,,,,,,,,,,,,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,10.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,29.0,28.0,36.0,33.0,2.0,0.0,No,-9.0,-9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,Yes,Yes,Yes,No,669.0,203.0,41.0,0.14,-0.56,0.13,0.59
6255060,130102000388,Jenkins High School,"1,1,0",Both without extra teachers,24491,69076.30435,31121.06492,Savannah,Chatham County,625,5060,Savannah-Chatham County,09-12,City,12,1301020,388,-81.08423615,32.02169037,31401,7.516347002,92.48365326,65.61384262,37.01170361,15.00540979,4.841114173,1.790503912,5.081066232,5.551162364,89.36777191,65330.48438,0.096473292,-0.391387671,0.073473036,0.177996427,72.44999695,1118,4,0.0036,69.07,62.39,6.68,5.0,1.0,1.0,1.0,1.0,0.0,130102000388.0,,,,,,,,,,,,,,,,,17.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0,1.0,6.0,1.0,14.0,10.0,14.0,8.0,42.0,21.0,1.0,0.0,Yes,10.0,Yes,9.0,5.0,14.0,4.0,26.0,18.0,35.0,15.0,90.0,51.0,1.0,0.0,5.0,2.0,6.0,0.0,8.0,4.0,1.0,1.0,22.0,7.0,9.0,1.0,12.0,3.0,24.0,7.0,19.0,13.0,17.0,0.0,Yes,Yes,Yes,Yes,1047.0,629.0,52.0,-1.57,0.47,0.74,0.3
6605069,130228001031,Westlake High School,"1,0,0",In person without extra teachers,26209,103191.4167,25890.33291,Atlanta,Fulton County,660,5069,Fulton County,09-12,Suburb,21,1302280,1031,-84.57966614,33.68812943,30339,7.658245171,92.34175424,76.22135319,55.33599551,25.66608199,7.221027515,2.827510869,2.000615982,0.523962834,97.47542123,82019.23438,-0.002438033,0.067452252,-0.035351481,-0.004063389,96.79000092,2461,2,0.0008,114.65,100.79,13.86,6.0,2.0,2.0,1.0,1.0,1.0,130228001031.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,34.0,27.0,3.0,7.0,0.0,2.0,225.0,305.0,0.0,0.0,232.0,320.0,0.0,1.0,Yes,12.0,Yes,4.0,3.0,2.0,0.0,157.0,360.0,0.0,2.0,166.0,369.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Yes,Yes,Yes,Yes,2124.0,66.0,25.0,33.2,-1.2,-2.0,-17.4
6674052,130255001127,Dacula High School,"1,1,0",Both without extra teachers,38996,108922.7368,29105.84657,Lawrenceville,Gwinnett County,667,4052,Gwinnett County,09-12,Suburb,21,1302550,1127,-83.8981781,33.99000168,30045,9.817170219,90.18282908,65.84082361,33.640175,10.58362993,3.032944834,2.476237274,0.297593753,3.489546803,96.21285941,99827.67188,0.019788671,0.044139016,-0.062909588,0.022497009,74.09999847,2498,6,0.0024,115.1,104.07,11.03,4.0,2.0,0.0,0.0,0.0,0.0,130255001127.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,86.0,38.0,16.0,12.0,1.0,1.0,34.0,26.0,14.0,7.0,26.0,26.0,55.0,56.0,17.0,8.0,100.0,129.0,76.0,77.0,257.0,277.0,7.0,3.0,Yes,22.0,Yes,64.0,84.0,21.0,19.0,99.0,165.0,99.0,103.0,298.0,385.0,0.0,1.0,4.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,8.0,1.0,21.0,19.0,30.0,11.0,35.0,7.0,68.0,27.0,13.0,4.0,Yes,Yes,Yes,Yes,701.0,557.0,98.0,0.42,0.18,0.12,-0.67
